Name,Author,User Rating,Reviews,Genre,Price,Year
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,Non Fiction,28,2013
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325,Non Fiction,24,2013
The Book Thief,Markus Zusak,4.6,23148,Fiction,6,2013
The Day the Crayons Quit,Drew Daywalt,4.8,8922,Fiction,9,2013
The Fault in Our Stars,John Green,4.7,50482,Fiction,13,2013
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207,Non Fiction,6,2013
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,Non Fiction,6,2013
The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,3.9,33844,Fiction,20,2013
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,Fiction,7,2013
"The House of Hades (Heroes of Olympus, Book 4)",Rick Riordan,4.8,6982,Fiction,14,2013
The Legend of Zelda: Hyrule Historia,Patrick Thorpe,4.9,5396,Fiction,20,2013
The Official SAT Study Guide,The College Board,4.4,1201,Non Fiction,40,2013
"The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",Ree Drummond,4.8,2663,Non Fiction,17,2013
The Very Hungry Caterpillar,Eric Carle,4.9,19546,Fiction,5,2013
"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",Charles Krauthammer,4.7,7034,Non Fiction,15,2013
To Kill a Mockingbird,Harper Lee,4.8,26234,Fiction,0,2013
"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,4.4,7497,Non Fiction,6,2013
Wonder,R. J. Palacio,4.8,21625,Fiction,9,2013
A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,George R. R. Martin,4.7,19735,Fiction,30,2014
All the Light We Cannot See,Anthony Doerr,4.6,36348,Fiction,14,2014
Capital in the Twenty First Century,Thomas Piketty,4.5,2884,Non Fiction,28,2014
"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,4.5,6679,Non Fiction,105,2014
Diary of a Wimpy Kid: The Long Haul,Jeff Kinney,4.8,6540,Fiction,22,2014
Divergent,Veronica Roth,4.6,27098,Fiction,15,2014
Divergent / Insurgent,Veronica Roth,4.5,17684,Fiction,6,2014
First 100 Words,Roger Priddy,4.7,17323,Non Fiction,4,2014
Frozen (Little Golden Book),RH Disney,4.7,3642,Fiction,0,2014
Gone Girl,Gillian Flynn,4.0,57271,Fiction,9,2014
"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",David Perlmutter MD,4.6,5972,Non Fiction,10,2014
How to Win Friends & Influence People,Dale Carnegie,4.7,25001,Non Fiction,11,2014
Humans of New York,Brandon Stanton,4.8,3490,Non Fiction,15,2014
If I Stay,Gayle Forman,4.3,7153,Fiction,9,2014
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576,Non Fiction,8,2014
JOURNEY TO THE ICE P,RH Disney,4.6,978,Fiction,0,2014
Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),Bill O'Reilly,4.6,10927,Non Fiction,6,2014
Knock-Knock Jokes for Kids,Rob Elliott,4.5,3673,Non Fiction,4,2014
Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990,Non Fiction,4,2014
Little Blue Truck,Alice Schertle,4.9,1884,Fiction,0,2014
Looking for Alaska,John Green,4.5,8491,Fiction,7,2014
Love You Forever,Robert Munsch,4.8,18613,Fiction,5,2014
Make It Ahead: A Barefoot Contessa Cookbook,Ina Garten,4.5,1386,Non Fiction,20,2014
Mindset: The New Psychology of Success,Carol S. Dweck,4.6,5542,Non Fiction,10,2014
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,Fiction,8,2014
Orphan Train,Christina Baker Kline,4.6,21930,Fiction,11,2014
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,Non Fiction,46,2014
Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),Rush Limbaugh,4.9,3836,Fiction,12,2014
StrengthsFinder 2.0,Gallup,4.0,5069,Non Fiction,17,2014
The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477,Non Fiction,28,2014
The Alchemist,Paulo Coelho,4.7,35799,Fiction,39,2014
The Blood of Olympus (The Heroes of Olympus (5)),Rick Riordan,4.8,6600,Fiction,11,2014
The Book Thief,Markus Zusak,4.6,23148,Fiction,6,2014
The Book with No Pictures,B. J. Novak,4.8,8081,Fiction,8,2014
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,23358,Non Fiction,12,2014
The Day the Crayons Quit,Drew Daywalt,4.8,8922,Fiction,9,2014
The Fault in Our Stars,John Green,4.7,50482,Fiction,7,2014
The Fault in Our Stars,John Green,4.7,50482,Fiction,13,2014
The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,3.9,33844,Fiction,20,2014
The Great Gatsby,F. Scott Fitzgerald,4.4,11616,Fiction,7,2014
The Maze Runner (Book 1),James Dashner,4.5,10101,Fiction,8,2014
The Official SAT Study Guide,The College Board,4.4,1201,Non Fiction,40,2014
The Very Hungry Caterpillar,Eric Carle,4.9,19546,Fiction,5,2014
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,Non Fiction,23,2014
To Kill a Mockingbird,Harper Lee,4.8,26234,Fiction,0,2014
Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,4.5,2586,Fiction,5,2014
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,Non Fiction,13,2014
"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673,Non Fiction,16,2014
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,4.7,9292,Non Fiction,17,2014
Wonder,R. J. Palacio,4.8,21625,Fiction,9,2014
Adult Coloring Book: Stress Relieving Animal Designs,Blue Star Coloring,4.6,2925,Non Fiction,6,2015
Adult Coloring Book: Stress Relieving Patterns,Blue Star Coloring,4.4,2951,Non Fiction,6,2015
"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley…",Coloring Books for Adults,4.5,2426,Non Fiction,8,2015
All the Light We Cannot See,Anthony Doerr,4.6,36348,Fiction,14,2015
American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,4.6,15921,Non Fiction,9,2015
Baby Touch and Feel: Animals,DK,4.6,5360,Non Fiction,5,2015
Balance (Angie's Extreme Stress Menders),Angie Grace,4.6,1909,Non Fiction,11,2015
Being Mortal: Medicine and What Matters in the End,Atul Gawande,4.8,11113,Non Fiction,15,2015
Between the World and Me,Ta-Nehisi Coates,4.7,10070,Non Fiction,13,2015
Creative Haven Creative Cats Coloring Book (Adult Coloring),Marjorie Sarnat,4.8,4022,Non Fiction,4,2015
Creative Haven Owls Coloring Book (Adult Coloring),Marjorie Sarnat,4.8,3871,Non Fiction,5,2015
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,10922,Fiction,5,2015
Dover Creative Haven Art Nouveau Animal Designs Coloring Book (Creative Haven Coloring Books),Marty Noble,4.6,2134,Non Fiction,5,2015
"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints…",Johanna Basford,4.7,5413,Non Fiction,9,2015
First 100 Words,Roger Priddy,4.7,17323,Non Fiction,4,2015
Giraffes Can't Dance,Giles Andreae,4.8,14038,Fiction,4,2015
Go Set a Watchman: A Novel,Harper Lee,3.6,14982,Fiction,19,2015
Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades of Grey Series),E L James,4.4,25624,Fiction,14,2015
Harry Potter Coloring Book,Scholastic,4.7,3564,Non Fiction,9,2015
How to Win Friends & Influence People,Dale Carnegie,4.7,25001,Non Fiction,11,2015
Humans of New York : Stories,Brandon Stanton,4.9,2812,Non Fiction,17,2015
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576,Non Fiction,8,2015
Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series),Bill O'Reilly,4.6,5235,Non Fiction,5,2015
Knock-Knock Jokes for Kids,Rob Elliott,4.5,3673,Non Fiction,4,2015
Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990,Non Fiction,4,2015
Love You Forever,Robert Munsch,4.8,18613,Fiction,5,2015
Mindset: The New Psychology of Success,Carol S. Dweck,4.6,5542,Non Fiction,10,2015
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,Fiction,8,2015
Old School (Diary of a Wimpy Kid #10),Jeff Kinney,4.8,6169,Fiction,7,2015
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,Non Fiction,46,2015
"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Johanna Basford,4.7,9366,Non Fiction,9,2015
StrengthsFinder 2.0,Gallup,4.0,5069,Non Fiction,17,2015
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,Non Fiction,8,2015
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,Non Fiction,16,2015
The Book with No Pictures,B. J. Novak,4.8,8081,Fiction,8,2015
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,23358,Non Fiction,12,2015
The Day the Crayons Quit,Drew Daywalt,4.8,8922,Fiction,9,2015
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,Non Fiction,6,2015
The Girl on the Train,Paula Hawkins,4.1,79446,Fiction,18,2015
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,Non Fiction,11,2015
The Martian,Andy Weir,4.7,39459,Fiction,9,2015
The Nightingale: A Novel,Kristin Hannah,4.8,49288,Fiction,11,2015
"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve…",Ree Drummond,4.8,3428,Non Fiction,14,2015
The Very Hungry Caterpillar,Eric Carle,4.9,19546,Fiction,5,2015
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,Non Fiction,16,2015
The Wright Brothers,David McCullough,4.7,6169,Non Fiction,16,2015
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,Non Fiction,23,2015
To Kill a Mockingbird,Harper Lee,4.8,26234,Fiction,0,2015
What Pet Should I Get? (Classic Seuss),Dr. Seuss,4.7,1873,Fiction,14,2015
Wonder,R. J. Palacio,4.8,21625,Fiction,9,2015
10-Day Green Smoothie Cleanse,JJ Smith,4.7,17350,Non Fiction,8,2016
A Man Called Ove: A Novel,Fredrik Backman,4.6,23848,Fiction,8,2016
"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, and Paisley Patterns",Adult Coloring Book Designs,4.5,2313,Non Fiction,4,2016
Alexander Hamilton,Ron Chernow,4.8,9198,Non Fiction,13,2016
Between the World and Me,Ta-Nehisi Coates,4.7,10070,Non Fiction,13,2016
Born to Run,Bruce Springsteen,4.7,3729,Non Fiction,18,2016
Calm the F*ck Down: An Irreverent Adult Coloring Book (Irreverent Book Series),Sasha O'Hara,4.6,10369,Non Fiction,4,2016
Cravings: Recipes for All the Food You Want to Eat: A Cookbook,Chrissy Teigen,4.7,4761,Non Fiction,16,2016
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,10922,Fiction,5,2016
Double Down (Diary of a Wimpy Kid #11),Jeff Kinney,4.8,5118,Fiction,20,2016
Fahrenheit 451,Ray Bradbury,4.6,10721,Fiction,8,2016
Fantastic Beasts and Where to Find Them: The Original Screenplay (Harry Potter),J.K. Rowling,4.7,4370,Fiction,15,2016
First 100 Words,Roger Priddy,4.7,17323,Non Fiction,4,2016
Giraffes Can't Dance,Giles Andreae,4.8,14038,Fiction,4,2016
Hamilton: The Revolution,Lin-Manuel Miranda,4.9,5867,Non Fiction,54,2016
"Harry Potter and the Chamber of Secrets: The Illustrated Edition (Harry Potter, Book 2)",J.K. Rowling,4.9,19622,Fiction,30,2016
"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",J.K. Rowling,4.0,23973,Fiction,12,2016
"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",J.K. Rowling,4.9,10052,Fiction,22,2016
Harry Potter Paperback Box Set (Books 1-7),J. K. Rowling,4.8,13471,Fiction,52,2016
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,4.4,15526,Non Fiction,14,2016
How to Win Friends & Influence People,Dale Carnegie,4.7,25001,Non Fiction,11,2016
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576,Non Fiction,8,2016
Killing the Rising Sun: How America Vanquished World War II Japan (Bill O'Reilly's Killing Series),Bill O'Reilly,4.8,8916,Non Fiction,6,2016
Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990,Non Fiction,4,2016
Milk and Honey,Rupi Kaur,4.7,17739,Non Fiction,8,2016
Mindset: The New Psychology of Success,Carol S. Dweck,4.6,5542,Non Fiction,10,2016
Night (Night),Elie Wiesel,4.7,5178,Non Fiction,9,2016
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,Fiction,8,2016
Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Scholastic,4.7,3503,Fiction,9,2016
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,Non Fiction,46,2016
StrengthsFinder 2.0,Gallup,4.0,5069,Non Fiction,17,2016
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,Non Fiction,8,2016
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,Non Fiction,16,2016
The Constitution of the United States,Delegates of the Constitutional,4.8,2774,Non Fiction,0,2016
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,Non Fiction,6,2016
The Girl on the Train,Paula Hawkins,4.1,79446,Fiction,7,2016
The Going-To-Bed Book,Sandra Boynton,4.8,5249,Fiction,5,2016
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,Non Fiction,11,2016
The Magnolia Story,Chip Gaines,4.9,7861,Non Fiction,5,2016
The Nightingale: A Novel,Kristin Hannah,4.8,49288,Fiction,11,2016
"The Official SAT Study Guide, 2016 Edition (Official Study Guide for the New Sat)",The College Board,4.3,807,Non Fiction,36,2016
The Very Hungry Caterpillar,Eric Carle,4.9,19546,Fiction,5,2016
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,Non Fiction,16,2016
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,Fiction,10,2016
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,Non Fiction,23,2016
To Kill a Mockingbird,Harper Lee,4.8,26234,Fiction,0,2016
"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Lysa TerKeurst,4.7,4585,Non Fiction,9,2016
When Breath Becomes Air,Paul Kalanithi,4.8,13779,Non Fiction,14,2016
Wonder,R. J. Palacio,4.8,21625,Fiction,9,2016
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,Non Fiction,8,2016
1984 (Signet Classics),George Orwell,4.7,21424,Fiction,6,2017
A Gentleman in Moscow: A Novel,Amor Towles,4.7,19699,Fiction,15,2017
A Man Called Ove: A Novel,Fredrik Backman,4.6,23848,Fiction,8,2017
Astrophysics for People in a Hurry,Neil deGrasse Tyson,4.7,9374,Non Fiction,9,2017
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,14344,Fiction,5,2017
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,10922,Fiction,5,2017
Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3),Dav Pilkey,4.9,4786,Fiction,8,2017
First 100 Words,Roger Priddy,4.7,17323,Non Fiction,4,2017
Giraffes Can't Dance,Giles Andreae,4.8,14038,Fiction,4,2017
Goodnight Moon,Margaret Wise Brown,4.8,8837,Fiction,5,2017
"Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (Harry Potter, Book 3)",J.K. Rowling,4.9,3146,Fiction,30,2017
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J. D. Vance,4.4,15526,Non Fiction,14,2017
How to Win Friends & Influence People,Dale Carnegie,4.7,25001,Non Fiction,11,2017
If Animals Kissed Good Night,Ann Whitford Paul,4.8,16643,Fiction,4,2017
Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,4.6,8393,Non Fiction,17,2017
Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990,Non Fiction,4,2017
Leonardo da Vinci,Walter Isaacson,4.5,3014,Non Fiction,21,2017
Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,4.7,10199,Non Fiction,11,2017
Milk and Honey,Rupi Kaur,4.7,17739,Non Fiction,8,2017
Milk and Vine: Inspirational Quotes From Classic Vines,Adam Gasiewski,4.4,3113,Non Fiction,6,2017
Obama: An Intimate Portrait,Pete Souza,4.9,3192,Non Fiction,22,2017
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,Fiction,8,2017
"Option B: Facing Adversity, Building Resilience, and Finding Joy",Sheryl Sandberg,4.5,1831,Non Fiction,9,2017
Origin: A Novel (Robert Langdon),Dan Brown,4.3,18904,Fiction,13,2017
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,Fiction,27,2017
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,Non Fiction,46,2017
Puppy Birthday to You! (Paw Patrol) (Little Golden Book),Golden Books,4.8,4757,Fiction,4,2017
Ready Player One: A Novel,Ernest Cline,4.6,22536,Fiction,12,2017
StrengthsFinder 2.0,Gallup,4.0,5069,Non Fiction,17,2017
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,Non Fiction,8,2017
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725,Non Fiction,16,2017
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,Non Fiction,6,2017
The Getaway,Jeff Kinney,4.8,5836,Fiction,0,2017
The Going-To-Bed Book,Sandra Boynton,4.8,5249,Fiction,5,2017
The Handmaid's Tale,Margaret Atwood,4.3,29442,Fiction,7,2017
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.3,7368,Non Fiction,7,2017
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,Non Fiction,11,2017
The Pout-Pout Fish,Deborah Diesen,4.8,9784,Fiction,5,2017
The Shack: Where Tragedy Confronts Eternity,William P. Young,4.6,19720,Fiction,8,2017
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,Non Fiction,15,2017
The Sun and Her Flowers,Rupi Kaur,4.7,5487,Non Fiction,9,2017
The Very Hungry Caterpillar,Eric Carle,4.9,19546,Fiction,5,2017
The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508,Non Fiction,16,2017
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,Fiction,10,2017
Thirteen Reasons Why,Jay Asher,4.5,7932,Fiction,9,2017
Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128,Non Fiction,23,2017
"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,4.6,4360,Non Fiction,21,2017
What Happened,Hillary Rodham Clinton,4.6,5492,Non Fiction,18,2017
Wonder,R. J. Palacio,4.8,21625,Fiction,9,2017
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,Non Fiction,8,2017
12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,4.7,18979,Non Fiction,15,2018
"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,4.7,5983,Non Fiction,3,2018
A Wrinkle in Time (Time Quintet),Madeleine L'Engle,4.5,5153,Fiction,5,2018
Becoming,Michelle Obama,4.8,61133,Non Fiction,11,2018
Crazy Rich Asians (Crazy Rich Asians Trilogy),Kevin Kwan,4.3,6143,Fiction,8,2018
Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,10922,Fiction,5,2018
Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4),Dav Pilkey,4.9,5062,Fiction,6,2018
Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Dav Pilkey,4.9,7235,Fiction,4,2018
Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5),Dav Pilkey,4.9,5470,Fiction,6,2018
Educated: A Memoir,Tara Westover,4.7,28729,Non Fiction,15,2018
Fahrenheit 451,Ray Bradbury,4.6,10721,Fiction,8,2018
Fear: Trump in the White House,Bob Woodward,4.4,6042,Non Fiction,2,2018
Fire and Fury: Inside the Trump White House,Michael Wolff,4.2,13677,Non Fiction,6,2018
First 100 Words,Roger Priddy,4.7,17323,Non Fiction,4,2018
Giraffes Can't Dance,Giles Andreae,4.8,14038,Fiction,4,2018
"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,4.6,22288,Non Fiction,12,2018
Goodnight Moon,Margaret Wise Brown,4.8,8837,Fiction,5,2018
Homebody: A Guide to Creating Spaces You Never Want to Leave,Joanna Gaines,4.8,3776,Non Fiction,22,2018
How to Win Friends & Influence People,Dale Carnegie,4.7,25001,Non Fiction,11,2018
Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,Jennifer Smith,4.4,7396,Non Fiction,13,2018
Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),Anthony Bourdain,4.8,2507,Non Fiction,8,2018
"Last Week Tonight with John Oliver Presents A Day in the Life of Marlon Bundo (Better Bundo Book, LGBT Childrens Book)",Jill Twiss,4.9,11881,Fiction,13,2018
Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Paper Peony Press,4.4,7550,Non Fiction,6,2018
Little Fires Everywhere,Celeste Ng,4.5,25706,Fiction,12,2018
Magnolia Table: A Collection of Recipes for Gathering,Joanna Gaines,4.8,9867,Non Fiction,16,2018
Milk and Honey,Rupi Kaur,4.7,17739,Non Fiction,8,2018
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,Fiction,8,2018
