Name,Author,User Rating,Reviews,Genre,Price,Year
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,10820,Non Fiction,5,2018
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,Fiction,27,2018
"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580,Non Fiction,46,2018
Ready Player One: A Novel,Ernest Cline,4.6,22536,Fiction,12,2018
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,7802,Non Fiction,20,2018
"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,4.8,23047,Non Fiction,6,2018
Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Tucker Carlson,4.8,3923,Non Fiction,16,2018
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,Non Fiction,8,2018
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061,Non Fiction,6,2018
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,Non Fiction,6,2018
The Hate U Give,Angie Thomas,4.8,9947,Fiction,11,2018
The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Laurel Randolph,4.3,7368,Non Fiction,7,2018
The Meltdown (Diary of a Wimpy Kid Book 13),Jeff Kinney,4.8,5898,Fiction,8,2018
"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free",Dr. Steven R Gundry MD,4.5,3601,Non Fiction,18,2018
"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain",Dr. Steven R Gundry MD,4.4,7058,Non Fiction,17,2018
The Pout-Pout Fish,Deborah Diesen,4.8,9784,Fiction,5,2018
The President Is Missing: A Novel,James Patterson,4.3,10191,Fiction,18,2018
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,Non Fiction,15,2018
The Very Hungry Caterpillar,Eric Carle,4.9,19546,Fiction,5,2018
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,Fiction,10,2018
The Wonky Donkey,Craig Smith,4.8,30183,Fiction,4,2018
Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,The Staff of The Late Show with,4.6,6669,Non Fiction,12,2018
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,Non Fiction,8,2018
"5,000 Awesome Facts (About Everything!) (National Geographic Kids)",National Geographic Kids,4.8,7665,Non Fiction,12,2019
Becoming,Michelle Obama,4.8,61133,Non Fiction,11,2019
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,14344,Fiction,5,2019
Can't Hurt Me: Master Your Mind and Defy the Odds,David Goggins,4.8,16244,Non Fiction,18,2019
Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),M Prefontaine,4.6,7955,Non Fiction,5,2019
Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),Dav Pilkey,4.9,7235,Fiction,4,2019
Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),Dav Pilkey,4.9,12619,Fiction,8,2019
Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),Dav Pilkey,4.9,9089,Fiction,8,2019
Educated: A Memoir,Tara Westover,4.7,28729,Non Fiction,15,2019
Giraffes Can't Dance,Giles Andreae,4.8,14038,Fiction,4,2019
"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals",Rachel Hollis,4.6,7660,Non Fiction,12,2019
"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,4.6,22288,Non Fiction,12,2019
Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Pretty Simple Press,4.6,10141,Non Fiction,6,2019
Goodnight Moon,Margaret Wise Brown,4.8,8837,Fiction,5,2019
Guts,Raina Telgemeier,4.8,5476,Non Fiction,7,2019
"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",J. K. Rowling,4.9,7758,Fiction,18,2019
Howard Stern Comes Again,Howard Stern,4.3,5272,Non Fiction,16,2019
"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,4.8,9737,Non Fiction,7,2019
If Animals Kissed Good Night,Ann Whitford Paul,4.8,16643,Fiction,4,2019
Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,Jennifer Smith,4.4,7396,Non Fiction,13,2019
It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,Lysa TerKeurst,4.8,7062,Non Fiction,12,2019
"National Geographic Kids Why?: Over 1,111 Answers to Everything",Crispin Boyer,4.8,5347,Non Fiction,16,2019
National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),Amy Shields,4.8,7866,Non Fiction,11,2019
"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834,Fiction,8,2019
P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,10820,Non Fiction,5,2019
Player's Handbook (Dungeons & Dragons),Wizards RPG Team,4.8,16990,Fiction,27,2019
"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,4.8,7802,Non Fiction,20,2019
"School Zone - Big Preschool Workbook - Ages 4 and Up, Colors, Shapes, Numbers 1-10, Alphabet, Pre-Writing, Pre-Reading…",School Zone,4.8,23047,Non Fiction,6,2019
Strange Planet (Strange Planet Series),Nathan W. Pyle,4.9,9382,Fiction,6,2019
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554,Non Fiction,8,2019
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,12361,Non Fiction,12,2019
The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Amy Ramos,4.3,13061,Non Fiction,6,2019
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308,Non Fiction,6,2019
The Guardians: A Novel,John Grisham,4.5,13609,Fiction,14,2019
The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641,Non Fiction,11,2019
The Mueller Report,The Washington Post,4.6,2744,Non Fiction,12,2019
The Silent Patient,Alex Michaelides,4.5,27536,Fiction,14,2019
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,Non Fiction,15,2019
The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,4.7,11550,Non Fiction,10,2019
The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for…,Dinah Bucholz,4.7,9030,Non Fiction,10,2019
The Very Hungry Caterpillar,Eric Carle,4.9,19546,Fiction,5,2019
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,Fiction,10,2019
The Wonky Donkey,Craig Smith,4.8,30183,Fiction,4,2019
To Kill a Mockingbird,Harper Lee,4.8,26234,Fiction,7,2019
Unfreedom of the Press,Mark R. Levin,4.9,5956,Non Fiction,11,2019
Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),Silly Bear,4.8,6108,Non Fiction,4,2019
What Should Danny Do? (The Power to Choose Series),Adir Levy,4.8,8170,Fiction,13,2019
Where the Crawdads Sing,Delia Owens,4.8,87841,Fiction,15,2019
Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,4.9,9413,Fiction,8,2019
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,Non Fiction,8,2019
A Promised Land,Barack Obama,4.9,121109,Non Fiction,16,2020
American Dirt (Oprah's Book Club): A Novel,Jeanine Cummins,4.6,66795,Fiction,14,2020
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,4.8,73216,Non Fiction,12,2020
Becoming,Michelle Obama,4.8,118767,Non Fiction,21,2020
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,38969,Fiction,5,2020
Burn After Writing,Sharon Jones,4.6,36689,Non Fiction,7,2020
Caste (Oprah's Book Club): The Origins of Our Discontents,Isabel Wilkerson,4.8,38318,Non Fiction,15,2020
Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,4.9,30145,Fiction,5,2020
Dog Man: Grime and Punishment: A Graphic Novel (Dog Man #9): From the Creator of Captain Underpants (9),Dav Pilkey,4.9,41021,Fiction,6,2020
Educated: A Memoir,Tara Westover,4.7,61064,Non Fiction,13,2020
Get Out of Your Head: Stopping the Spiral of Toxic Thoughts,Jennie Allen,4.7,19558,Non Fiction,14,2020
Giraffes Can't Dance,Giles Andreae,4.8,27722,Fiction,6,2020
Greenlights,Matthew McConaughey,4.7,52217,Non Fiction,16,2020
How to Be an Antiracist,Ibram X. Kendi,4.7,24386,Non Fiction,17,2020
How to Catch a Mermaid,Adam Wallace,4.8,26660,Fiction,5,2020
How to Catch a Unicorn,Adam Wallace,4.8,29902,Fiction,5,2020
Human Body Activity Book for Kids: Hands-On Fun for Grades K-3,"Ph.D., Katie Stokes, M.Ed.,",4.7,19138,Non Fiction,5,2020
"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,4.8,29913,Non Fiction,7,2020
I Love You to the Moon and Back,Amelia Hepworth,4.9,51188,Fiction,4,2020
If Animals Kissed Good Night,Ann Whitford Paul,4.8,63659,Fiction,4,2020
Little Fires Everywhere: A Novel,Celeste Ng,4.5,53363,Fiction,10,2020
Live Free Or Die: America (and the World) on the Brink,Sean Hannity,4.8,23944,Non Fiction,13,2020
"Magnolia Table, Volume 2: A Collection of Recipes for Gathering",Joanna Gaines,4.9,24352,Non Fiction,17,2020
Midnight Sun,Stephenie Meyer,4.8,79334,Fiction,14,2020
Modern Comfort Food: A Barefoot Contessa Cookbook,Ina Garten,4.8,16097,Non Fiction,19,2020
"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,4.8,69801,Non Fiction,5,2020
Paint by Sticker Kids: Unicorns & Magic: Create 10 Pictures One Sticker at a Time! Includes Glitter Stickers,Workman Publishing,4.8,17639,Non Fiction,7,2020
Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,Workman Publishing,4.8,20182,Non Fiction,8,2020
"Prayer Journal for Women: 52 Week Scripture, Devotional & Guided Prayer Journal",Shannon Roberts,4.8,39234,Non Fiction,10,2020
Rage,Bob Woodward,4.6,33469,Non Fiction,8,2020
"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,4.8,60501,Non Fiction,6,2020
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,62463,Non Fiction,8,2020
The Ballad of Songbirds and Snakes (A Hunger Games Novel),Suzanne Collins,4.7,43745,Fiction,14,2020
The Big Book of Silly Jokes for Kids,Carole P. Roman,4.7,18142,Non Fiction,6,2020
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,44642,Non Fiction,11,2020
"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,4.8,93749,Fiction,10,2020
The Deep End (Diary of a Wimpy Kid Book 15),Jeff Kinney,4.9,38674,Fiction,7,2020
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,75798,Non Fiction,8,2020
The Room Where It Happened: A White House Memoir,John Bolton,4.3,49087,Non Fiction,13,2020
The Silent Patient,Alex Michaelides,4.5,102544,Fiction,20,2020
"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Erik Larson,4.7,26537,Non Fiction,17,2020
The Vanishing Half: A Novel,Brit Bennett,4.4,83490,Fiction,13,2020
The Very Hungry Caterpillar,Eric Carle,4.9,47260,Fiction,5,2020
The Wonky Donkey,Craig Smith,4.8,68099,Fiction,5,2020
Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,Mary L. Trump Ph.D.,4.6,100534,Non Fiction,10,2020
Untamed,Glennon Doyle,4.6,49978,Non Fiction,16,2020
Wacky Waving Inflatable Tube Guy (RP Minis),Conor Riordan,4.0,35772,Fiction,12,2020
What Should Danny Do? (The Power to Choose Series),Adir Levy,4.8,20918,Fiction,14,2020
Where the Crawdads Sing,Delia Owens,4.8,208915,Fiction,12,2020
White Fragility: Why It's So Hard for White People to Talk About Racism,Dr. Robin DiAngelo,4.5,38798,Non Fiction,8,2020
1984,George Orwell,4.7,60381,Fiction,7,2021
American Marxism,Mark R. Levin,4.9,29510,Non Fiction,14,2021
Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,Brené Brown,4.8,7556,Non Fiction,18,2021
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,4.8,73216,Non Fiction,12,2021
Big Shot Diary of a Wimpy Kid Book 16,Jeff Kinney,4.9,12259,Fiction,7,2021
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,38969,Fiction,5,2021
Burn After Writing (Pink),Sharon Jones,4.6,23145,Non Fiction,7,2021
Call Us What We Carry: Poems,Amanda Gorman,4.9,2873,Fiction,14,2021
Caste (Oprah's Book Club): The Origins of Our Discontents,Isabel Wilkerson,4.8,38319,Non Fiction,15,2021
Crystals for Beginners: The Guide to Get Started with the Healing Power of Crystals,Karen Frazier,4.8,30513,Non Fiction,9,2021
Dog Man: Mothering Heights: A Graphic Novel (Dog Man #10): From the Creator of Captain Underpants (10),Dav Pilkey,4.9,18740,Fiction,7,2021
"Dune (Dune Chronicles, Book 1)",Frank Herbert,4.7,52262,Fiction,12,2021
Go Tell the Bees That I Am Gone: A Novel (Outlander),Diana Gabaldon,4.7,35580,Fiction,20,2021
Greenlights,Matthew McConaughey,4.7,52217,Non Fiction,16,2021
Grumpy Monkey,Suzanne Lang,4.8,20714,Fiction,7,2021
How to Catch a Mermaid,Adam Wallace,4.8,26660,Fiction,5,2021
How to Win Friends & Influence People,Dale Carnegie,4.7,61283,Non Fiction,11,2021
"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,4.8,29913,Non Fiction,7,2021
I Love You to the Moon and Back,Amelia Hepworth,4.9,51188,Fiction,4,2021
If Animals Kissed Good Night,Ann Whitford Paul,4.8,63658,Fiction,4,2021
It Ends with Us: A Novel (1),Colleen Hoover,4.7,76135,Fiction,11,2021
"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,4.8,69801,Non Fiction,5,2021
My First Library : Boxset of 10 Board Books for Kids,Wonder House Books,4.6,39852,Non Fiction,16,2021
"Oh, the Places You'll Go!  ",Dr. Seuss,4.9,35287,Fiction,9,2021
Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,Workman Publishing,4.8,20182,Non Fiction,8,2021
Peril,Bob Woodward,4.6,16861,Non Fiction,15,2021
"Publication Manual of the American Psychological Association: 7th Edition, Official, 2020 Copyright",American Psychological Association,4.8,25374,Non Fiction,21,2021
Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,4.7,71078,Non Fiction,13,2021
"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,4.8,60501,Non Fiction,6,2021
"Self-Love Workbook for Women: Release Self-Doubt, Build Self-Compassion, and Embrace Who You Are (Self-Help Workbooks for Women)",Megan Logan MSW LCSW,4.7,11921,Non Fiction,10,2021
The 48 Laws of Power,Robert Greene,4.7,38568,Non Fiction,12,2021
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,62463,Non Fiction,8,2021
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,4.7,71252,Fiction,9,2021
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,44642,Non Fiction,11,2021
"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,4.8,93749,Fiction,10,2021
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,75798,Non Fiction,8,2021
The Four Winds: A Novel,Kristin Hannah,4.5,96810,Fiction,14,2021
The Hill We Climb: An Inaugural Poem for the Country,Amanda Gorman,4.9,14385,Fiction,10,2021
The Last Thing He Told Me: A Novel,Laura Dave,4.3,77903,Fiction,14,2021
The Midnight Library: A Novel,Matt Haig,4.3,144313,Fiction,13,2021
"The Real Anthony Fauci: Bill Gates, Big Pharma, and the Global War on Democracy and Public Health (Children’s Health Defense)",Robert F. Kennedy Jr.,4.8,14575,Non Fiction,20,2021
The Seven Husbands of Evelyn Hugo: A Novel,Taylor Jenkins Reid,4.6,60969,Fiction,9,2021
The Song of Achilles: A Novel,Madeline Miller,4.7,38186,Fiction,10,2021
The Storyteller: Tales of Life and Music,Dave Grohl,4.8,14463,Non Fiction,18,2021
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,64073,Non Fiction,14,2021
The Very Hungry Caterpillar,Eric Carle,4.9,47260,Fiction,5,2021
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,20920,Fiction,9,2021
They Both Die at the End,Adam Silvera,4.7,22602,Fiction,8,2021
Untamed,Glennon Doyle,4.6,49978,Non Fiction,16,2021
We Were Liars,E. Lockhart,4.5,34117,Fiction,6,2021
Air Fryer Cookbook: 600 Effortless Air Fryer Recipes for Beginners and Advanced Users,Jenson William,4.4,29402,Non Fiction,11,2022
Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,Brené Brown,4.8,7556,Non Fiction,18,2022
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,4.8,73215,Non Fiction,12,2022
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,38969,Fiction,5,2022
Burn After Writing (Pink),Sharon Jones,4.6,23146,Non Fiction,7,2022
"From Crook to Cook: Platinum Recipes from Tha Boss Dogg's Kitchen (Snoop Dogg Cookbook, Celebrity Cookbook with Soul Food Recipes) (Snoop Dog x Chronicle Books)",Snoop Dogg,4.8,23735,Non Fiction,13,2022
House of Sky and Breath (Crescent City),Sarah J. Maas,4.8,14327,Fiction,18,2022
How to Catch a Leprechaun,Adam Wallace,4.8,6020,Fiction,10,2022
How to Win Friends & Influence People,Dale Carnegie,4.7,61283,Non Fiction,11,2022
I Love You to the Moon and Back,Amelia Hepworth,4.9,51188,Fiction,4,2022
If Animals Kissed Good Night,Ann Whitford Paul,4.8,63658,Fiction,4,2022
It Ends with Us: A Novel (1),Colleen Hoover,4.7,76137,Fiction,11,2022
Life Force: How New Breakthroughs in Precision Medicine Can Transform the Quality of Your Life & Those You Love,Tony Robbins,4.5,1213,Non Fiction,20,2022
Little Blue Truck's Valentine,Alice Schertle,4.9,6959,Fiction,11,2022
Llama Llama I Love You,Anna Dewdney,4.8,9361,Fiction,5,2022
Maus I: A Survivor's Tale: My Father Bleeds History,Art Spiegelman,4.7,2438,Fiction,14,2022
"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,4.8,69801,Non Fiction,5,2022
My Little Golden Book About Betty White,Deborah Hopkinson,4.9,4910,Non Fiction,6,2022
November 9: A Novel,Colleen Hoover,4.7,17592,Fiction,13,2022
Principles for Dealing with the Changing World Order: Why Nations Succeed and Fail,Ray Dalio,4.5,1685,Non Fiction,21,2022
Rand McNally 2022 Large Scale Road Atlas,Rand McNally,4.7,10404,Non Fiction,17,2022
Red-Handed: How American Elites Get Rich Helping China Win,Peter Schweizer,4.8,3366,Non Fiction,18,2022
Reminders of Him: A Novel,Colleen Hoover,4.7,56049,Fiction,13,2022
Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,4.7,71078,Non Fiction,7,2022
"Run, Rose, Run: A Novel",James Patterson,4.5,4828,Fiction,18,2022
"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,4.8,60501,Non Fiction,6,2022
The 1619 Project: A New Origin Story,Nikole Hannah-Jones,4.8,6657,Non Fiction,23,2022
The 48 Laws of Power,Robert Greene,4.7,38568,Non Fiction,12,2022
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,62462,Non Fiction,8,2022
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,4.7,71252,Fiction,9,2022
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,44642,Non Fiction,11,2022
"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,4.8,93749,Fiction,10,2022
The Complete Maus: A Survivor's Tale (Pantheon Graphic Library),Art Spiegelman,4.8,5349,Fiction,32,2022
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,75798,Non Fiction,8,2022
The Great Reset: Joe Biden and the Rise of Twenty-First-Century Fascism,Glenn Beck,4.7,3098,Non Fiction,18,2022
The Last Thing He Told Me: A Novel,Laura Dave,4.3,77903,Fiction,14,2022
The Lincoln Highway: A Novel,Amor Towles,4.4,38675,Fiction,18,2022
The Love Hypothesis,Ali Hazelwood,4.6,24858,Fiction,11,2022
The Maid: A Novel,Nita Prose,4.3,17988,Fiction,17,2022
The Midnight Library: A Novel,Matt Haig,4.3,144314,Fiction,13,2022
"The Real Anthony Fauci: Bill Gates, Big Pharma, and the Global War on Democracy and Public Health (Children’s Health Defense)",Robert F. Kennedy Jr.,4.8,14575,Non Fiction,20,2022
The Seven Husbands of Evelyn Hugo: A Novel,Taylor Jenkins Reid,4.6,60969,Fiction,9,2022
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,64073,Non Fiction,14,2022
The Very Hungry Caterpillar,Eric Carle,4.9,47260,Fiction,5,2022
"The Whole Body Reset: Your Weight-Loss Plan for a Flat Belly, Optimum Health & a Body You'll Love at Midlife and Beyond",Stephen Perrine,4.2,206,Non Fiction,20,2022
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,20920,Fiction,9,2022
Ugly Love: A Novel,Colleen Hoover,4.7,33929,Fiction,10,2022
Verity,Colleen Hoover,4.6,71826,Fiction,11,2022
What to Expect When You're Expecting,Heidi Murkoff,4.8,27052,Non Fiction,13,2022
Where the Crawdads Sing,Delia Owens,4.8,208917,Fiction,10,2022
